period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βαρβιτσιώτης  Μιλτιάδης  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουμουτσάκος Γεώργιος Σπυρίδωνος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καραμανλή Άννα  Αρκαδίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Βούλτεψη  Σοφία  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γιακουμάτος Γεράσιμος Χαραλάμπους,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παπακώστα - Σιδηροπούλου Αικατερίνη Αγγέλου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γερμενής Γεώργιος Σπυρίδωνος,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παναγιώταρος Ηλίας Κωνσταντίνου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ζαρούλια Ελένη Βασιλείου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Γεννηματά Φωτεινή (Φώφη) Γεωργίου,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Λοβέρδος Ανδρέας Νικολάου,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουτσούμπας Δημήτριος Αποστόλου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παφίλης Αθανάσιος Σπυρίδωνα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κατσώτης Χρήστος Περικλή,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ψαριανός Γρηγόριος Νικολάου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Θεοχάρης Θεοχάρης (Χάρης) Αθανασίου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καμμένος Παναγιώτης (Πάνος) Ηλία,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Λεβέντης Βασίλης Αποστόλου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Καρράς Γεώργιος - Δημήτριος Βασιλείου,ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΠΑΡΑΤΑΞΗ (ΠΑΝΕΛΛΗΝΙΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ - ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ),Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Παναγιωτόπουλος Παναγιώτης (Πάνος) Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μιχαηλίδης  Ανδρέας  Φραγκούλη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Μηταράκης Παναγιώτης (Νότης) Αντωνίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κυρίτσης Γεώργιος Μιλτιάδη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Κουίκ Τέρενς - Σπένσερ - Νικόλαος Φιλίππου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Λυμπεράκη Αντιγόνη Γεωργίου,ΤΟ ΠΟΤΑΜΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΖ΄ Περιόδου  (20/09/2015 - 11/06/2019),Ράπτη Ζωή Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τσουκαλάς  Κωνσταντίνος Αγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αντωνοπούλου Ουρανία Αντωνίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σκουρλέτης  Παναγιώτης (Πάνος)  Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κυρίτση  Αγλαϊα  Λαζάρου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τόσκας Νικόλαος Στεφάνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Φορτσάκης Θεόδωρος Πέτρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σταμάτης Δημήτριος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κεραμέως Νίκη Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Οικονόμου  Βασίλειος  Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παππάς Χρήστος Ηλία,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καρκατσούλης Παναγιώτης Γεωργίου,ΤΟ ΠΟΤΑΜΙ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παπαρήγα Αλεξάνδρα Νικολάου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τσίπρας Αλέξιος Παύλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κωνσταντοπούλου Ζωή Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σακελλαρίδης Γαβριήλ Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βούτσης Νικόλαος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Φίλης  Νικόλαος Αριστοτέλη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κεφαλογιάννη Όλγα Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κικίλιας Βασίλειος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπακογιάννη  Θεοδώρα (Ντόρα) Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κακλαμάνης Νικήτας Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μιχαλολιάκος Νικόλαος Γεωργίου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λυκούδης Σπυρίδων Διονυσίου,ΤΟ ΠΟΤΑΜΙ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κανέλλη Γαρυφαλλιά (Λιάνα) Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουντουρά Έλενα Αλεξάνδρου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σκανδαλίδης Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δρίτσας Θεόδωρος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σταματάκη  Ελένη Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λεουτσάκος  Ευστάθιος (Στάθης)  Πιέρρου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κατσαφάδος Κωνσταντίνος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κούζηλος Νικόλαος Παναγιώτη,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αντωνάκου Σταυρούλα Αγγέλου,ΤΟ ΠΟΤΑΜΙ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λαφαζάνης Παναγιώτης Γεωργίου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κασιμάτη Ειρήνη (Νίνα) Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καρακώστα Ευαγγελία (Εύη)  Ελευθερίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τραγάκης Ιωάννης Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λαγός Ιωάννης Ευαγγέλου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ορφανός Νικόλαος Δημητρίου,ΤΟ ΠΟΤΑΜΙ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μανωλάκου Διαμάντω Εμμανουήλ,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καμμένος Δημήτριος Κωνσταντίνου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μητρόπουλος Αλέξιος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αθανασίου Αθανάσιος (Νάσος) Ευθυμίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σκουρολιάκος  Παναγιώτης (Πάνος)  Λουκά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Πάντζας Γεώργιος Σπυρίδωνος-Αριστοτέλη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δέδες Ιωάννης  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σωτηρίου  Ελένη Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βορίδης Μαυρουδής (Μάκης) Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μαρτίνου Γεωργία Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βλάχος  Γεώργιος  Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπούρας  Αθανάσιος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κασιδιάρης Ηλίας Παναγιώτη,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μαυρωτάς Γεώργιος Παρασκευά,ΤΟ ΠΟΤΑΜΙ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γκιόκας Ιωάννης Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χαϊκάλης Παύλος Γεωργίου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χριστοφιλοπούλου Παρασκευή (Εύη) συζ. Δημητρίου,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαρεμένος Γεώργιος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τριανταφύλλου Μαρία Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σαλμάς Μάριος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καραγκούνης Κωνσταντίνος Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπαρμπαρούσης Κωνσταντίνος Ηλία,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μωραΐτης Νικόλαος Επαμεινώνδα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κωνσταντόπουλος Δημήτριος  Χρήστου,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κοδέλας Δημήτριος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ανδριανός Ιωάννης Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γαλέος Γεώργιος Αθανασίου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΡΓΟΛΙΔΟΣ
